qid,risk,gated,action_taken,skip_reason,ent,mnorm,ndcg_base_k0,ndcg_base_k1,ndcg_ours,delta_net
174463,0.9815446631646513,1,1,ce_blend(alpha=0.60),3.9113357067108154,0.12219006892996898,0.5090423477701499,0.5090423477701499,0.6197621880506529,0.11071984028050297
23849,0.9796617623092442,0,0,none,3.911526918411255,0.20441285009397805,0.6249639812408428,0.6249639812408428,0.6249639812408428,0.0
258062,0.9809241478530782,0,0,none,3.911620855331421,1.093794767761523,0.4569970750177365,0.4569970750177365,0.4569970750177365,0.0
324585,0.9847874062780203,1,0,confidence_lock,3.9095168113708496,1.2781699287279589,0.9305687780632227,0.9305687780632227,0.9305687780632227,0.0
330975,0.9790544723142022,0,0,none,3.91184401512146,0.24001644287947269,0.614022666394978,0.614022666394978,0.614022666394978,0.0
332593,0.9794196781712102,0,0,none,3.911668539047241,0.3017785749538812,0.5811807616445056,0.5811807616445056,0.5811807616445056,0.0
336901,0.9830277890955756,1,1,ce_blend(alpha=0.60),3.9108617305755615,0.02692044268586163,0.4692787260227565,0.4692787260227565,0.4692787260227565,0.0
390360,0.9811501340206308,0,0,none,3.9119176864624023,2.6075956834886176,0.14403311264051635,0.14403311264051635,0.14403311264051635,0.0
405163,0.9800117172384564,0,0,none,3.9119699001312256,2.0197137448489086,0.0,0.0,0.0,0.0
42255,0.981204260611348,0,0,none,3.911130905151367,0.09361641632516746,0.8680163531014742,0.8680163531014742,0.8680163531014742,0.0
47210,0.978971423446604,0,0,none,3.91129732131958,0.01475224576583149,0.8430400500123447,0.8430400500123447,0.8430400500123447,0.0
555530,0.9788725942266951,0,0,none,3.9117939472198486,0.22810856827167497,0.19326092440147397,0.19326092440147397,0.19326092440147397,0.0
583468,0.9788853971575263,0,0,none,3.9116971492767334,0.10663864527000463,0.8699181219331126,0.8699181219331126,0.8699181219331126,0.0
640502,0.9799003472082617,0,0,none,3.9117074012756348,0.489599046995481,0.8611375561264454,0.8611375561264454,0.8611375561264454,0.0
67316,0.9823940907571149,1,1,ce_blend_top2lock(alpha=0.60),3.9118945598602295,3.562398405796108,0.27622680410462624,0.27622680410462624,0.41899876315490747,0.14277195905028123
673670,0.9803536395212369,0,0,none,3.9111709594726562,0.5538566021110922,0.0,0.0,0.0,0.0
701453,0.9802460204218187,0,0,none,3.911015510559082,0.020929636189082734,0.947866526952465,0.947866526952465,0.947866526952465,0.0
730539,0.9833329828003214,1,1,ce_blend_top2lock(alpha=0.60),3.9113547801971436,1.2956128568808691,0.5007000119014867,0.5007000119014867,0.5532200477173205,0.052520035815833754
768208,0.9828335569557961,1,1,ce_blend(alpha=0.60),3.91025710105896,0.5022439302727308,0.44149354280114045,0.44149354280114045,0.4746655579861528,0.03317201518501234
877809,0.9790604433962263,0,0,none,3.9112894535064697,0.024092221882749818,0.7809961887955847,0.7809961887955847,0.7809961887955847,0.0
911232,0.9830668214527882,1,1,ce_blend(alpha=0.60),3.9106364250183105,0.5932891846806719,0.6141017999299456,0.6141017999299456,0.6141017999299456,0.0
914916,0.9799465856405751,0,0,none,3.9118800163269043,0.2286646544545936,0.25668998105294,0.25668998105294,0.25668998105294,0.0
938400,0.9792775284564293,0,0,none,3.911644458770752,0.3541132350375871,0.5317456965564611,0.5317456965564611,0.5317456965564611,0.0
940547,0.9803706670211051,0,0,none,3.9113588333129883,0.5539244413007651,0.26689792213662733,0.26689792213662733,0.26689792213662733,0.0
997622,0.9807443259256703,0,0,none,3.9113426208496094,0.8887837460314421,1.0,1.0,1.0,0.0
