qid,risk,gated,action_taken,skip_reason,ent,mnorm,ndcg_base_k0,ndcg_base_k1,ndcg_ours,delta_net
135802,0.9818964756734244,0,0,none,3.9065487384796143,0.0492396876733167,0.7273809913370929,0.7273809913370929,0.7273809913370929,0.0
141630,0.9789953775423604,0,0,none,3.911898612976074,0.1505350177783314,0.6219424960660518,0.6219424960660518,0.6219424960660518,0.0
156498,0.9817174122298368,0,0,none,3.911546230316162,0.7579771125287639,0.4288094899730459,0.4288094899730459,0.4288094899730459,0.0
169208,0.979970766664078,0,0,none,3.911651849746704,0.4969809398841074,0.5362242912566325,0.5362242912566325,0.5362242912566325,0.0
174463,0.9815446631646512,0,0,none,3.911335706710816,0.1221900689299689,0.5090423477701499,0.5090423477701499,0.5090423477701499,0.0
23849,0.9796617623092442,0,0,none,3.911526918411255,0.204412850093978,0.6249639812408428,0.6249639812408428,0.6249639812408428,0.0
258062,0.9809241478530782,0,0,none,3.911620855331421,1.093794767761523,0.4569970750177365,0.4569970750177365,0.4569970750177365,0.0
324585,0.9847874062780204,0,0,none,3.9095168113708496,1.2781699287279589,0.9305687780632228,0.9305687780632228,0.9305687780632228,0.0
330975,0.9790544723142022,0,0,none,3.91184401512146,0.2400164428794726,0.614022666394978,0.614022666394978,0.614022666394978,0.0
332593,0.9794196781712102,0,0,none,3.911668539047241,0.3017785749538812,0.5811807616445056,0.5811807616445056,0.5811807616445056,0.0
336901,0.9830277890955756,0,0,none,3.9108617305755615,0.0269204426858616,0.4692787260227565,0.4692787260227565,0.4692787260227565,0.0
390360,0.9811501340206308,0,0,none,3.9119176864624015,2.6075956834886176,0.1440331126405163,0.1440331126405163,0.1440331126405163,0.0
405163,0.9800117172384564,0,0,none,3.9119699001312256,2.0197137448489086,0.0,0.0,0.0,0.0
42255,0.981204260611348,0,0,none,3.911130905151367,0.0936164163251674,0.8680163531014742,0.8680163531014742,0.8680163531014742,0.0
47210,0.978971423446604,0,0,none,3.91129732131958,0.0147522457658314,0.8430400500123447,0.8430400500123447,0.8430400500123447,0.0
555530,0.9788725942266951,0,0,none,3.9117939472198486,0.2281085682716749,0.1932609244014739,0.1932609244014739,0.1932609244014739,0.0
583468,0.9788853971575264,0,0,none,3.911697149276733,0.1066386452700046,0.8699181219331126,0.8699181219331126,0.8699181219331126,0.0
640502,0.9799003472082616,0,0,none,3.9117074012756343,0.489599046995481,0.8611375561264454,0.8611375561264454,0.8611375561264454,0.0
67316,0.9823940907571148,0,0,none,3.9118945598602295,3.562398405796108,0.2762268041046262,0.2762268041046262,0.2762268041046262,0.0
673670,0.9803536395212368,0,0,none,3.911170959472656,0.5538566021110922,0.0,0.0,0.0,0.0
701453,0.9802460204218189,0,0,none,3.911015510559082,0.0209296361890827,0.947866526952465,0.947866526952465,0.947866526952465,0.0
730539,0.9833329828003214,0,0,none,3.911354780197144,1.2956128568808691,0.5007000119014867,0.5007000119014867,0.5007000119014867,0.0
768208,0.982833556955796,0,0,none,3.91025710105896,0.5022439302727308,0.4414935428011404,0.4414935428011404,0.4414935428011404,0.0
877809,0.9790604433962264,0,0,none,3.9112894535064697,0.0240922218827498,0.7809961887955847,0.7809961887955847,0.7809961887955847,0.0
911232,0.9830668214527882,0,0,none,3.910636425018311,0.5932891846806719,0.6141017999299456,0.6141017999299456,0.6141017999299456,0.0
914916,0.9799465856405752,0,0,none,3.911880016326904,0.2286646544545936,0.25668998105294,0.25668998105294,0.25668998105294,0.0
938400,0.9792775284564292,0,0,none,3.911644458770752,0.3541132350375871,0.5317456965564611,0.5317456965564611,0.5317456965564611,0.0
940547,0.9803706670211052,0,0,none,3.911358833312988,0.5539244413007651,0.2668979221366273,0.2668979221366273,0.2668979221366273,0.0
997622,0.9807443259256704,0,0,none,3.91134262084961,0.8887837460314421,1.0,1.0,1.0,0.0
